CO2 Emissions(g/km);Engine Size(L);Fuel Consumption City (L/100 km);Fuel Consumption Hwy (L/100 km);Fuel Consumption Comb (L/100 km);Make;Model;Vehicle Class;Cylinders;Transmission;Fuel Type
255;2;13;9;11;DODGE;JOURNEY;SUV - SMALL;4;A4;X
285;4;15;10;12;DODGE;JOURNEY AWD;SUV - SMALL;6;A6;X
276;4;14;9;12;DODGE;JOURNEY FFV;SUV - SMALL;6;A6;X
259;4;19;13;16;DODGE;JOURNEY FFV;SUV - SMALL;6;A6;E
179;1;9;7;8;FIAT;500 ABARTH CABRIO;MINICOMPACT;4;M5;X
179;1;9;7;8;FIAT;500 ABARTH HATCHBACK;MINICOMPACT;4;M5;X
182;1;9;7;8;FIAT;500 CABRIO;MINICOMPACT;4;A6;X
166;1;8;6;7;FIAT;500 CABRIO;MINICOMPACT;4;M5;X
179;1;9;7;8;FIAT;500 CABRIO TURBO;MINICOMPACT;4;M5;X
182;1;9;7;8;FIAT;500 HATCHBACK;MINICOMPACT;4;A6;X
156;1;8;6;7;FIAT;500 HATCHBACK;MINICOMPACT;4;M5;X
179;1;9;7;8;FIAT;500 HATCHBACK TURBO;MINICOMPACT;4;M5;X
200;1;10;7;9;FIAT;500L TURBO;STATION WAGON - SMALL;4;AM6;X
193;1;9;7;8;FIAT;500L TURBO;STATION WAGON - SMALL;4;M6;X
138;2;6;6;6;FORD;C-MAX HYBRID;FULL-SIZE;4;AV;X
373;5;18;14;16;FORD;E150 VAN FFV;VAN - CARGO;8;A4;X
350;5;24;19;22;FORD;E150 VAN FFV;VAN - CARGO;8;A4;E
396;5;19;15;17;FORD;E150 VAN FFV;VAN - CARGO;8;A4;X
360;5;25;20;23;FORD;E150 VAN FFV;VAN - CARGO;8;A4;E
386;5;19;15;17;FORD;E150 WAGON FFV;VAN - PASSENGER;8;A4;X
368;5;26;20;23;FORD;E150 WAGON FFV;VAN - PASSENGER;8;A4;E
488;7;24;18;21;FORD;E350 WAGON;VAN - PASSENGER;10;A5;X
421;5;21;16;18;FORD;E350 WAGON FFV;VAN - PASSENGER;8;A4;X
382;5;27;21;24;FORD;E350 WAGON FFV;VAN - PASSENGER;8;A4;E
225;2;11;8;10;FORD;EDGE;SUV - SMALL;4;A6;X
248;4;13;9;11;FORD;EDGE;SUV - SMALL;6;AS6;X
264;4;13;9;12;FORD;EDGE AWD;SUV - SMALL;6;AS6;X
281;4;14;10;12;FORD;EDGE AWD;SUV - SMALL;6;AS6;X
209;2;10;7;9;FORD;ESCAPE;SUV - SMALL;4;AS6;X
221;2;11;8;10;FORD;ESCAPE;SUV - SMALL;4;AS6;X
216;3;11;8;9;FORD;ESCAPE;SUV - SMALL;4;AS6;X
214;2;11;8;9;FORD;ESCAPE AWD;SUV - SMALL;4;AS6;X
230;2;11;9;10;FORD;ESCAPE AWD;SUV - SMALL;4;AS6;X
368;5;18;13;16;FORD;EXPEDITION 4X4 FFV;SUV - STANDARD;8;A6;X
346;5;25;18;22;FORD;EXPEDITION 4X4 FFV;SUV - STANDARD;8;A6;E
235;2;12;8;10;FORD;EXPLORER;SUV - STANDARD;4;A6;X
299;4;15;11;13;FORD;EXPLORER AWD;SUV - STANDARD;6;AS6;X
274;4;14;10;12;FORD;EXPLORER FFV;SUV - STANDARD;6;AS6;X
254;4;18;13;16;FORD;EXPLORER FFV;SUV - STANDARD;6;AS6;E
288;4;14;10;13;FORD;EXPLORER FFV AWD;SUV - STANDARD;6;AS6;X
267;4;19;14;17;FORD;EXPLORER FFV AWD;SUV - STANDARD;6;AS6;E
292;4;15;11;13;FORD;F-150;PICKUP TRUCK - STANDARD;6;A6;X
294;4;15;11;13;FORD;F-150;PICKUP TRUCK - STANDARD;6;AS6;X
366;6;18;13;16;FORD;F-150;PICKUP TRUCK - STANDARD;8;AS6;X
317;4;16;11;14;FORD;F-150 4X4;PICKUP TRUCK - STANDARD;6;A6;X
308;4;15;11;13;FORD;F-150 4X4;PICKUP TRUCK - STANDARD;6;AS6;X
402;6;20;14;18;FORD;F-150 4X4;PICKUP TRUCK - STANDARD;8;AS6;X
283;4;14;10;12;FORD;F-150 FFV;PICKUP TRUCK - STANDARD;6;A6;X
264;4;19;14;17;FORD;F-150 FFV;PICKUP TRUCK - STANDARD;6;A6;E
283;4;14;10;12;FORD;F-150 FFV;PICKUP TRUCK - STANDARD;6;AS6;X
264;4;19;14;17;FORD;F-150 FFV;PICKUP TRUCK - STANDARD;6;AS6;E
336;5;16;12;15;FORD;F-150 FFV;PICKUP TRUCK - STANDARD;8;A6;X
315;5;22;17;20;FORD;F-150 FFV;PICKUP TRUCK - STANDARD;8;A6;E
336;5;16;12;15;FORD;F-150 FFV;PICKUP TRUCK - STANDARD;8;AS6;X
315;5;22;17;20;FORD;F-150 FFV;PICKUP TRUCK - STANDARD;8;AS6;E
308;4;15;11;13;FORD;F-150 FFV 4X4;PICKUP TRUCK - STANDARD;6;A6;X
288;4;20;15;18;FORD;F-150 FFV 4X4;PICKUP TRUCK - STANDARD;6;A6;E
308;4;15;11;13;FORD;F-150 FFV 4X4;PICKUP TRUCK - STANDARD;6;AS6;X
288;4;20;15;18;FORD;F-150 FFV 4X4;PICKUP TRUCK - STANDARD;6;AS6;E
343;5;17;13;15;FORD;F-150 FFV 4X4;PICKUP TRUCK - STANDARD;8;A6;X
320;5;22;17;20;FORD;F-150 FFV 4X4;PICKUP TRUCK - STANDARD;8;A6;E
340;5;17;13;15;FORD;F-150 FFV 4X4;PICKUP TRUCK - STANDARD;8;AS6;X
318;5;22;17;20;FORD;F-150 FFV 4X4;PICKUP TRUCK - STANDARD;8;AS6;E
414;6;20;15;18;FORD;F-150 RAPTOR 4X4;PICKUP TRUCK - STANDARD;8;AS6;X
175;2;9;7;8;FORD;FIESTA;SUBCOMPACT;4;AS6;X
175;2;9;6;8;FORD;FIESTA;SUBCOMPACT;4;M5;X
152;1;8;6;7;FORD;FIESTA SFE;SUBCOMPACT;4;M5;X
161;2;8;6;7;FORD;FIESTA SFE;SUBCOMPACT;4;AS6;X
184;2;9;7;8;FORD;FIESTA ST;COMPACT;4;M6;X
264;4;13;9;12;FORD;FLEX;SUV - STANDARD;6;AS6;X
278;4;14;10;12;FORD;FLEX AWD;SUV - STANDARD;6;AS6;X
294;4;15;10;13;FORD;FLEX AWD (EcoBoost);SUV - STANDARD;6;AS6;X
205;2;10;7;9;FORD;FOCUS;COMPACT;4;M6;X
177;2;9;6;8;FORD;FOCUS FFV;COMPACT;4;A6;X
165;2;12;9;10;FORD;FOCUS FFV;COMPACT;4;A6;E
179;2;9;6;8;FORD;FOCUS FFV;COMPACT;4;AS6;X
165;2;12;9;10;FORD;FOCUS FFV;COMPACT;4;AS6;E
184;2;9;7;8;FORD;FOCUS FFV;COMPACT;4;M5;X
170;2;12;9;11;FORD;FOCUS FFV;COMPACT;4;M5;E
166;2;8;6;7;FORD;FOCUS SFE FFV;COMPACT;4;A6;X
162;2;12;8;10;FORD;FOCUS SFE FFV;COMPACT;4;A6;E
196;2;10;7;9;FORD;FUSION;MID-SIZE;4;AS6;X
186;2;9;6;8;FORD;FUSION;MID-SIZE;4;M6;X
207;2;11;7;9;FORD;FUSION;MID-SIZE;4;AS6;X
205;3;11;7;9;FORD;FUSION;MID-SIZE;4;AS6;X
186;2;10;6;8;FORD;FUSION (Start/Stop);MID-SIZE;4;AS6;X
216;2;11;8;9;FORD;FUSION AWD;MID-SIZE;4;AS6;X
126;2;5;6;6;FORD;FUSION HYBRID;MID-SIZE;4;AV;X
235;4;12;8;10;FORD;MUSTANG;SUBCOMPACT;6;A6;X
244;4;13;8;11;FORD;MUSTANG;SUBCOMPACT;6;M6;X
264;5;13;9;12;FORD;MUSTANG;SUBCOMPACT;8;A6;X
292;5;15;9;13;FORD;MUSTANG;SUBCOMPACT;8;M6;X
304;6;16;10;13;FORD;MUSTANG;SUBCOMPACT;8;M6;Z
244;4;13;8;11;FORD;MUSTANG CONVERTIBLE;SUBCOMPACT;6;A6;X
209;2;11;7;9;FORD;TAURUS;FULL-SIZE;4;AS6;X
271;4;14;9;12;FORD;TAURUS AWD;FULL-SIZE;6;AS6;X
237;4;12;8;10;FORD;TAURUS FFV;FULL-SIZE;6;AS6;X
229;4;17;11;14;FORD;TAURUS FFV;FULL-SIZE;6;AS6;E
258;4;13;9;11;FORD;TAURUS FFV AWD;FULL-SIZE;6;AS6;X
251;4;18;13;16;FORD;TAURUS FFV AWD;FULL-SIZE;6;AS6;E
218;2;11;8;10;FORD;TRANSIT CONNECT;SPECIAL PURPOSE VEHICLE;4;AS6;X
228;3;11;8;10;FORD;TRANSIT CONNECT;SPECIAL PURPOSE VEHICLE;4;AS6;X
232;2;12;8;10;FORD;TRANSIT CONNECT TAXI;SPECIAL PURPOSE VEHICLE;4;AS6;X
239;3;12;9;10;FORD;TRANSIT CONNECT WAGON;SPECIAL PURPOSE VEHICLE;4;AS6;X
283;4;14;10;12;GMC;ACADIA;SUV - STANDARD;6;A6;X
297;4;15;10;13;GMC;ACADIA AWD;SUV - STANDARD;6;A6;X
347;4;17;13;15;GMC;SAVANA 1500 CARGO;VAN - CARGO;6;A4;X
366;5;18;13;16;GMC;SAVANA 1500 CARGO;VAN - CARGO;8;A4;X
334;5;24;18;21;GMC;SAVANA 1500 CARGO;VAN - CARGO;8;A4;E
380;5;18;14;17;GMC;SAVANA 1500 CARGO AWD;VAN - CARGO;8;A4;X
344;5;24;19;22;GMC;SAVANA 1500 CARGO AWD;VAN - CARGO;8;A4;E
380;5;19;14;17;GMC;SAVANA 1500 CARGO CONV;VAN - CARGO;8;A4;X
344;5;24;19;22;GMC;SAVANA 1500 CARGO CONV;VAN - CARGO;8;A4;E
380;5;18;14;17;GMC;SAVANA 1500 CARGO CONV AWD;VAN - CARGO;8;A4;X
362;5;25;19;23;GMC;SAVANA 1500 CARGO CONV AWD;VAN - CARGO;8;A4;E
380;5;19;14;17;GMC;SAVANA 1500 PASSENGER;VAN - PASSENGER;8;A4;X
344;5;24;19;22;GMC;SAVANA 1500 PASSENGER;VAN - PASSENGER;8;A4;E
380;5;18;14;17;GMC;SAVANA 1500 PASSENGER AWD;VAN - PASSENGER;8;A4;X
362;5;25;19;23;GMC;SAVANA 1500 PASSENGER AWD;VAN - PASSENGER;8;A4;E
414;5;21;14;18;GMC;SAVANA 2500 PASSENGER;VAN - PASSENGER;8;A6;X
432;6;22;15;19;GMC;SAVANA 2500 PASSENGER;VAN - PASSENGER;8;A6;X
411;6;30;20;26;GMC;SAVANA 2500 PASSENGER;VAN - PASSENGER;8;A6;E
419;5;21;14;18;GMC;SAVANA 3500 PASSENGER;VAN - PASSENGER;8;A6;X
435;6;22;15;19;GMC;SAVANA 3500 PASSENGER;VAN - PASSENGER;8;A6;X
413;6;30;21;26;GMC;SAVANA 3500 PASSENGER;VAN - PASSENGER;8;A6;E
271;4;13;10;12;GMC;SIERRA;PICKUP TRUCK - STANDARD;6;A6;X
269;4;19;14;17;GMC;SIERRA;PICKUP TRUCK - STANDARD;6;A6;E
292;5;15;10;13;GMC;SIERRA;PICKUP TRUCK - STANDARD;8;A6;X
270;5;20;14;17;GMC;SIERRA;PICKUP TRUCK - STANDARD;8;A6;E
324;6;16;11;14;GMC;SIERRA;PICKUP TRUCK - STANDARD;8;A6;Z
290;4;14;11;13;GMC;SIERRA 4WD;PICKUP TRUCK - STANDARD;6;A6;X
285;4;20;15;18;GMC;SIERRA 4WD;PICKUP TRUCK - STANDARD;6;A6;E
299;5;15;11;13;GMC;SIERRA 4WD;PICKUP TRUCK - STANDARD;8;A6;X
277;5;20;14;17;GMC;SIERRA 4WD;PICKUP TRUCK - STANDARD;8;A6;E
329;6;16;12;14;GMC;SIERRA 4WD;PICKUP TRUCK - STANDARD;8;A6;Z
209;2;11;7;9;GMC;TERRAIN;SUV - SMALL;4;A6;X
276;4;14;10;12;GMC;TERRAIN;SUV - SMALL;6;A6;X
259;4;19;13;16;GMC;TERRAIN;SUV - SMALL;6;A6;E
230;2;12;8;10;GMC;TERRAIN AWD;SUV - SMALL;4;A6;X
290;4;15;10;13;GMC;TERRAIN AWD;SUV - SMALL;6;A6;X
272;4;20;14;17;GMC;TERRAIN AWD;SUV - SMALL;6;A6;E
317;5;16;11;14;GMC;YUKON;SUV - STANDARD;8;A6;X
294;5;22;15;18;GMC;YUKON;SUV - STANDARD;8;A6;E
317;5;16;11;14;GMC;YUKON 4WD;SUV - STANDARD;8;A6;X
294;5;22;15;18;GMC;YUKON 4WD;SUV - STANDARD;8;A6;E
338;6;17;12;15;GMC;YUKON DENALI AWD;SUV - STANDARD;8;A6;Z
322;6;23;16;20;GMC;YUKON DENALI AWD;SUV - STANDARD;8;A6;E
377;6;19;13;16;GMC;YUKON DENALI XL AWD;SUV - STANDARD;8;A6;Z
354;6;26;18;22;GMC;YUKON DENALI XL AWD;SUV - STANDARD;8;A6;E
317;5;16;11;14;GMC;YUKON XL;SUV - STANDARD;8;A6;X
294;5;22;15;18;GMC;YUKON XL;SUV - STANDARD;8;A6;E
317;5;16;11;14;GMC;YUKON XL 4WD;SUV - STANDARD;8;A6;X
294;5;22;15;18;GMC;YUKON XL 4WD;SUV - STANDARD;8;A6;E
182;2;9;7;8;HONDA;ACCORD;MID-SIZE;4;AV;X
186;2;9;7;8;HONDA;ACCORD;MID-SIZE;4;AV7;X
200;2;10;7;9;HONDA;ACCORD;MID-SIZE;4;M6;X
209;4;11;7;9;HONDA;ACCORD;MID-SIZE;6;A6;X
221;4;11;7;10;HONDA;ACCORD;MID-SIZE;6;AS6;X
251;4;13;8;11;HONDA;ACCORD;MID-SIZE;6;M6;X
110;2;5;5;5;HONDA;ACCORD HYBRID;MID-SIZE;4;AV;X
161;2;8;6;7;HONDA;CIVIC;COMPACT;4;AV;X
166;2;8;6;7;HONDA;CIVIC;COMPACT;4;AV7;X
175;2;9;7;8;HONDA;CIVIC;COMPACT;4;M5;X
246;4;13;9;11;HONDA;CROSSTOUR AWD;SUV - SMALL;6;A6;X
209;2;10;8;9;HONDA;CR-V;SUV - SMALL;4;A5;X
216;2;11;8;9;HONDA;CR-V AWD;SUV - SMALL;4;A5;X
145;2;7;6;6;HONDA;CR-Z;TWO-SEATER;4;AV7;X
159;2;8;6;7;HONDA;CR-Z;TWO-SEATER;4;M6;X
172;2;8;7;8;HONDA;FIT;STATION WAGON - SMALL;4;A5;X
177;2;8;7;8;HONDA;FIT;STATION WAGON - SMALL;4;M5;X
244;4;12;9;11;HONDA;ODYSSEY;MINIVAN;6;A6;X
265;4;13;9;12;HONDA;PILOT;SUV - SMALL;6;A5;X
276;4;14;10;12;HONDA;PILOT AWD;SUV - SMALL;6;A5;X
308;4;15;11;13;HONDA;RIDGELINE AWD;PICKUP TRUCK - STANDARD;6;A5;X
177;2;9;6;8;HYUNDAI;ACCENT;COMPACT;4;A6;X
177;2;9;6;8;HYUNDAI;ACCENT;COMPACT;4;M6;X
198;2;10;7;9;HYUNDAI;ELANTRA GT;MID-SIZE;4;A6;X
196;2;10;7;9;HYUNDAI;ELANTRA GT;MID-SIZE;4;M6;X
304;5;16;10;13;HYUNDAI;EQUUS;FULL-SIZE;8;A8;Z
255;4;13;9;11;HYUNDAI;GENESIS;FULL-SIZE;6;A8;X
258;3;13;9;11;HYUNDAI;SANTA FE;SUV - SMALL;6;A6;X
267;3;13;10;12;HYUNDAI;SANTA FE 4WD;SUV - SMALL;6;A6;X
237;2;12;9;10;HYUNDAI;SANTA FE SPORT;SUV - SMALL;4;A6;X
264;2;13;10;12;HYUNDAI;SANTA FE SPORT 4WD;SUV - SMALL;4;A6;X
255;2;13;9;11;HYUNDAI;SANTA FE SPORT 4WD;SUV - SMALL;4;A6;X
221;2;11;8;10;HYUNDAI;SONATA;FULL-SIZE;4;A6;X
196;2;10;7;9;HYUNDAI;SONATA;FULL-SIZE;4;A6;X
143;2;7;6;6;HYUNDAI;SONATA HYBRID;MID-SIZE;4;AS6;X
145;2;7;6;6;HYUNDAI;SONATA HYBRID LIMITED;MID-SIZE;4;AS6;X
214;2;10;8;9;HYUNDAI;TUCSON;SUV - SMALL;4;A6;X
232;2;11;9;10;HYUNDAI;TUCSON;SUV - SMALL;4;M6;X
230;2;11;8;10;HYUNDAI;TUCSON;SUV - SMALL;4;A6;X
242;2;11;9;11;HYUNDAI;TUCSON 4WD;SUV - SMALL;4;A6;X
244;2;12;9;11;HYUNDAI;TUCSON 4WD;SUV - SMALL;4;A6;X
177;2;9;7;8;HYUNDAI;VELOSTER;COMPACT;4;AM6;X
184;2;9;7;8;HYUNDAI;VELOSTER;COMPACT;4;M6;X
202;2;10;8;9;HYUNDAI;VELOSTER TURBO;COMPACT;4;A6;X
196;2;10;7;9;HYUNDAI;VELOSTER TURBO;COMPACT;4;M6;X
235;4;12;8;10;INFINITI;Q50;MID-SIZE;6;AS7;Z
248;4;13;9;11;INFINITI;Q50 AWD;MID-SIZE;6;AS7;Z
172;4;8;7;8;INFINITI;Q50 HYBRID;COMPACT;6;AS7;Z
189;4;9;8;8;INFINITI;Q50 HYBRID AWD;COMPACT;6;AS7;Z
265;4;13;9;12;INFINITI;Q60 AWD COUPE;SUBCOMPACT;6;AS7;Z
269;4;14;9;12;INFINITI;Q60 CONVERTIBLE;SUBCOMPACT;6;AS7;Z
283;4;14;10;12;INFINITI;Q60 CONVERTIBLE;SUBCOMPACT;6;M6;Z
255;4;13;9;11;INFINITI;Q60 COUPE;SUBCOMPACT;6;AS7;Z
267;4;14;9;12;INFINITI;Q60 COUPE;SUBCOMPACT;6;M6;Z
253;4;13;9;11;INFINITI;Q70;MID-SIZE;6;AS7;Z
283;6;15;10;12;INFINITI;Q70;MID-SIZE;8;AS7;Z
267;4;13;10;12;INFINITI;Q70 AWD;MID-SIZE;6;AS7;Z
294;6;15;10;13;INFINITI;Q70 AWD;MID-SIZE;8;AS7;Z
175;4;8;7;8;INFINITI;Q70 HYBRID;MID-SIZE;6;AS7;Z
271;4;14;10;12;INFINITI;QX50 AWD;STATION WAGON - SMALL;6;AS7;Z
244;4;12;9;11;INFINITI;QX60;SUV - SMALL;6;AV;Z
253;4;12;9;11;INFINITI;QX60 AWD;SUV - SMALL;6;AV;Z
196;3;9;8;9;INFINITI;QX60 HYBRID AWD;SUV - STANDARD;4;AV;X
294;4;15;11;13;INFINITI;QX70 AWD;SUV - SMALL;6;AS7;Z
334;5;17;12;15;INFINITI;QX70 AWD;SUV - SMALL;8;AS7;Z
345;6;17;12;15;INFINITI;QX80 4WD;SUV - STANDARD;8;AS7;Z
237;3;12;8;10;JAGUAR;F-TYPE CONVERTIBLE;TWO-SEATER;6;AS8;Z
244;3;12;9;11;JAGUAR;F-TYPE S CONVERTIBLE;TWO-SEATER;6;AS8;Z
294;5;15;10;13;JAGUAR;F-TYPE V8 S CONVERTIBLE;TWO-SEATER;8;AS8;Z
242;2;12;8;11;JAGUAR;XF;MID-SIZE;4;AS8;Z
281;3;15;9;12;JAGUAR;XF 3,0L AWD;MID-SIZE;6;AS8;Z
306;5;16;10;13;JAGUAR;XFR;MID-SIZE;8;AS8;Z
290;5;21;14;18;JAGUAR;XFR;MID-SIZE;8;AS8;E
306;5;16;10;13;JAGUAR;XFR-S;MID-SIZE;8;AS8;Z
285;3;15;10;12;JAGUAR;XJ AWD;FULL-SIZE;6;AS8;Z
306;5;16;10;13;JAGUAR;XJ SUPERCHARGED;FULL-SIZE;8;AS8;Z
280;5;21;14;18;JAGUAR;XJ SUPERCHARGED;FULL-SIZE;8;AS8;E
285;3;15;10;12;JAGUAR;XJL AWD PORTFOLIO;FULL-SIZE;6;AS8;Z
306;5;16;10;13;JAGUAR;XJL SUPERCHARGED;FULL-SIZE;8;AS8;Z
280;5;21;14;18;JAGUAR;XJL SUPERCHARGED;FULL-SIZE;8;AS8;E
306;5;16;10;13;JAGUAR;XJR;FULL-SIZE;8;AS8;Z
306;5;16;10;13;JAGUAR;XJR LWB;FULL-SIZE;8;AS8;Z
301;5;15;11;13;JAGUAR;XK CONVERTIBLE;MINICOMPACT;8;AS6;Z
290;5;15;10;13;JAGUAR;XK COUPE;MINICOMPACT;8;AS6;Z
315;5;16;11;14;JAGUAR;XKR CONVERTIBLE;MINICOMPACT;8;AS6;Z
310;5;16;11;14;JAGUAR;XKR COUPE;MINICOMPACT;8;AS6;Z
315;5;16;11;14;JAGUAR;XKR-S CONVERTIBLE;MINICOMPACT;8;AS6;Z
310;5;16;11;14;JAGUAR;XKR-S COUPE;MINICOMPACT;8;AS6;Z
218;2;11;8;10;JEEP;CHEROKEE;SUV - SMALL;4;A9;X
242;3;12;8;11;JEEP;CHEROKEE;SUV - SMALL;6;A9;X
230;2;11;8;10;JEEP;CHEROKEE 4X4;SUV - SMALL;4;A9;X
248;3;13;9;11;JEEP;CHEROKEE 4X4;SUV - SMALL;6;A9;X
232;2;11;9;10;JEEP;CHEROKEE 4X4 ACTIVE DRIVE II;SUV - SMALL;4;A9;X
253;3;13;9;11;JEEP;CHEROKEE 4X4 ACTIVE DRIVE II;SUV - SMALL;6;A9;X
251;2;12;9;11;JEEP;CHEROKEE TRAILHAWK 4X4;SUV - SMALL;4;A9;X
267;3;13;10;12;JEEP;CHEROKEE TRAILHAWK 4X4;SUV - SMALL;6;A9;X
228;2;11;9;10;JEEP;COMPASS;SUV - SMALL;4;AV;X
225;2;11;8;10;JEEP;COMPASS;SUV - SMALL;4;A6;X
209;2;10;8;9;JEEP;COMPASS;SUV - SMALL;4;M5;X
225;2;11;8;10;JEEP;COMPASS;SUV - SMALL;4;A6;X
216;2;10;8;9;JEEP;COMPASS;SUV - SMALL;4;M5;X
235;2;11;9;10;JEEP;COMPASS 4X4;SUV - SMALL;4;A6;X
216;2;10;8;9;JEEP;COMPASS 4X4;SUV - SMALL;4;M5;X
255;2;12;10;11;JEEP;COMPASS 4X4 TRAIL RATED;SUV - SMALL;4;AV;X
340;6;17;12;15;JEEP;GRAND CHEROKEE 4X4 (MDS);SUV - STANDARD;8;A8;X
267;3;11;8;10;JEEP;GRAND CHEROKEE 4X4 DIESEL;SUV - STANDARD;6;A8;D
278;4;14;10;12;JEEP;GRAND CHEROKEE 4X4 FFV;SUV - STANDARD;6;A8;X
250;4;18;13;16;JEEP;GRAND CHEROKEE 4X4 FFV;SUV - STANDARD;6;A8;E
363;6;19;13;16;JEEP;GRAND CHEROKEE SRT 4X4 (MDS);SUV - STANDARD;8;A8;Z
228;2;11;9;10;JEEP;PATRIOT;SUV - SMALL;4;AV;X
225;2;11;8;10;JEEP;PATRIOT;SUV - SMALL;4;A6;X
209;2;10;8;9;JEEP;PATRIOT;SUV - SMALL;4;M5;X
225;2;11;8;10;JEEP;PATRIOT;SUV - SMALL;4;A6;X
216;2;10;8;9;JEEP;PATRIOT;SUV - SMALL;4;M5;X
235;2;11;9;10;JEEP;PATRIOT 4X4;SUV - SMALL;4;A6;X
216;2;10;8;9;JEEP;PATRIOT 4X4;SUV - SMALL;4;M5;X
255;2;12;10;11;JEEP;PATRIOT 4X4 TRAIL RATED;SUV - SMALL;4;AV;X
294;4;14;11;13;JEEP;WRANGLER 4X4 (2-DOOR);SUV - SMALL;6;A5;X
294;4;14;11;13;JEEP;WRANGLER 4X4 (2-DOOR);SUV - SMALL;6;M6;X
308;4;15;12;13;JEEP;WRANGLER UNLIMITED 4X4 (4-DOOR);SUV - SMALL;6;A5;X
308;4;15;11;13;JEEP;WRANGLER UNLIMITED 4X4 (4-DOOR);SUV - SMALL;6;M6;X
251;3;13;9;11;KIA;CADENZA;FULL-SIZE;6;A6;X
191;2;10;7;8;KIA;FORTE;MID-SIZE;4;A6;X
184;2;9;6;8;KIA;FORTE;MID-SIZE;4;M6;X
193;2;10;7;8;KIA;FORTE;MID-SIZE;4;A6;X
193;2;10;7;8;KIA;FORTE;MID-SIZE;4;M6;X
223;2;11;8;10;KIA;FORTE 5;FULL-SIZE;4;A6;X
225;2;11;8;10;KIA;FORTE 5;FULL-SIZE;4;M6;X
193;2;10;7;8;KIA;FORTE 5;FULL-SIZE;4;A6;X
196;2;10;7;9;KIA;FORTE 5;FULL-SIZE;4;M6;X
216;2;11;8;9;KIA;FORTE KOUP;COMPACT;4;A6;X
221;2;11;8;10;KIA;FORTE KOUP;COMPACT;4;M6;X
193;2;10;7;8;KIA;FORTE KOUP;COMPACT;4;A6;X
198;2;10;7;9;KIA;FORTE KOUP;COMPACT;4;M6;X
228;2;12;8;10;KIA;OPTIMA;MID-SIZE;4;A6;X
200;2;10;7;9;KIA;OPTIMA;MID-SIZE;4;A6;X
143;2;7;6;6;KIA;OPTIMA HYBRID;MID-SIZE;4;AS6;X
147;2;7;6;6;KIA;OPTIMA HYBRID EX;MID-SIZE;4;AS6;X
175;2;9;6;8;KIA;RIO;COMPACT;4;A6;X
177;2;9;6;8;KIA;RIO;COMPACT;4;M6;X
175;2;9;6;8;KIA;RIO ECO;COMPACT;4;A6;X
212;2;11;8;9;KIA;RONDO;STATION WAGON - MID-SIZE;4;A6;X
214;2;11;7;9;KIA;RONDO;STATION WAGON - MID-SIZE;4;M6;X
276;4;14;10;12;KIA;SEDONA;MINIVAN;6;A6;X
237;2;12;9;10;KIA;SORENTO;SUV - SMALL;4;A6;X
262;3;13;10;11;KIA;SORENTO;SUV - SMALL;6;A6;X
253;2;12;9;11;KIA;SORENTO 4WD;SUV - SMALL;4;A6;X
271;3;13;10;12;KIA;SORENTO 4WD;SUV - SMALL;6;A6;X
205;2;10;8;9;KIA;SOUL;STATION WAGON - SMALL;4;A6;X
207;2;10;8;9;KIA;SOUL;STATION WAGON - SMALL;4;M6;X
209;2;10;8;9;KIA;SOUL;STATION WAGON - SMALL;4;A6;X
202;2;10;8;9;KIA;SOUL ECO Dynamics;STATION WAGON - SMALL;4;A6;X
230;2;11;8;10;KIA;SPORTAGE;SUV - SMALL;4;A6;X
260;2;13;9;11;KIA;SPORTAGE;SUV - SMALL;4;M6;X
262;2;13;10;11;KIA;SPORTAGE AWD;SUV - SMALL;4;A6;X
246;2;12;9;11;KIA;SPORTAGE AWD;SUV - SMALL;4;A6;X
421;7;23;13;18;LAMBORGHINI;AVENTADOR COUPE;TWO-SEATER;12;A7;Z
361;5;18;13;16;LAMBORGHINI;GALLARDO COUPE;TWO-SEATER;10;A6;Z
400;5;21;14;17;LAMBORGHINI;GALLARDO COUPE;TWO-SEATER;10;M6;Z
274;2;14;10;12;LAND ROVER;LR2;SUV - SMALL;4;AS6;Z
334;3;16;12;15;LAND ROVER;LR4;SUV - STANDARD;6;AS8;Z
225;2;11;8;10;LAND ROVER;RANGE ROVER EVOQUE;SUV - SMALL;4;AS9;Z
225;2;11;8;10;LAND ROVER;RANGE ROVER EVOQUE COUPE;SUV - SMALL;4;AS9;Z
354;5;18;12;15;LAND ROVER;RANGE ROVER LWB V8 5,0 SC;SUV - STANDARD;8;AS8;Z
347;5;17;13;15;LAND ROVER;RANGE ROVER LWB V8 5,0 SC FFV;SUV - STANDARD;8;AS8;Z
342;5;25;17;21;LAND ROVER;RANGE ROVER LWB V8 5,0 SC FFV;SUV - STANDARD;8;AS8;E
285;3;14;10;12;LAND ROVER;RANGE ROVER SPORT V6 3,0 SC;SUV - STANDARD;6;AS8;Z
285;3;14;10;12;LAND ROVER;RANGE ROVER SPORT V6 3,0 SC FFV;SUV - STANDARD;6;AS8;Z
278;3;19;15;17;LAND ROVER;RANGE ROVER SPORT V6 3,0 SC FFV;SUV - STANDARD;6;AS8;E
345;5;17;12;15;LAND ROVER;RANGE ROVER SPORT V8 5,0 SC;SUV - STANDARD;8;AS8;Z
338;5;17;12;15;LAND ROVER;RANGE ROVER SPORT V8 5,0 SC FFV;SUV - STANDARD;8;AS8;Z
